res_id,ability,age,educyears,isfarmer,yearsfarming,yearsmanagingfarm,outsidewage,worriedaboutcropprices,worriedaboutcropyields
6261,69,42,,Yes,35,7,9999999999,All the time,Not at all
6262,61,46,,Yes,30,16,9999999999,All the time,Not at all
6263,48,58,,Yes,48,48,9999999999,Sometimes,Sometimes
6264,71,52,,Yes,36,26,9999999999,All the time,All the time
6265,57,50,,Yes,30,20,9999999999,Sometimes,All the time
6266,71,54,,Yes,44,2,9999999999,Sometimes,All the time
6267,62,37,,Yes,25,12,9999999999,Sometimes,Sometimes
6268,84,28,,Yes,18,10,9999999999,All the time,All the time
6269,67,53,,Yes,28,24,9999999999,All the time,Not mentioned
6270,58,58,,Yes,31,20,9999999999,All the time,All the time
6271,60,34,,Yes,20,1,9999999999,All the time,All the time
6273,72,43,9,Yes,37,2,9999999999,Not at all,Not at all
6274,61,47,,Yes,37,37,9999999999,Not mentioned,Not mentioned
6275,68,65,,Yes,35,30,9999999999,All the time,All the time
6276,80,73,,Yes,63,50,9999999999,All the time,All the time
6277,85,39,4,Yes,29,20,9999999999,All the time,Not at all
6278,69,38,1,Yes,30,8,9999999999,All the time,All the time
6279,48,73,,Yes,63,10,9999999999,All the time,Sometimes
6280,71,66,,Yes,56,56,9999999999,Sometimes,Sometimes
6281,86,43,1,Yes,32,11,9999999999,All the time,All the time
6282,67,57,,Yes,47,47,9999999999,Sometimes,Sometimes
6283,61,30,,Yes,20,20,9999999999,Not at all,Sometimes
6284,48,56,,Yes,24,1,9999999999,All the time,All the time
6285,67,50,,Yes,30,30,9999999999,Sometimes,Sometimes
6286,55,55,,Yes,48,39,9999999999,Sometimes,All the time
6287,57,48,,Yes,40,34,9999999999,Not at all,All the time
6288,62,58,,Yes,40,40,9999999999,Not mentioned,Not mentioned
6289,49,62,,Yes,47,15,9999999999,All the time,Sometimes
6290,59,58,,Yes,51,25,9999999999,All the time,All the time
6291,54,78,,Yes,60,60,9999999999,Not mentioned,All the time
6292,46,52,,Yes,42,42,9999999999,Not mentioned,Not mentioned
6293,70,55,,Yes,40,40,9999999999,All the time,Not mentioned
6294,55,28,4,Yes,20,7,9999999999,All the time,All the time
6295,61,42,,Yes,34,2,9999999999,All the time,All the time
6296,49,60,,Yes,40,4,9999999999,Sometimes,Sometimes
6297,77,55,,Yes,40,1,9999999999,All the time,Sometimes
6298,86,52,,Yes,44,1,9999999999,All the time,All the time
6299,60,30,6,Yes,10,1,9999999999,Sometimes,All the time
6300,51,60,,Yes,50,50,9999999999,All the time,Sometimes
6301,48,60,,Yes,50,40,9999999999,Sometimes,Sometimes
6302,57,60,,Yes,50,30,9999999999,Sometimes,Sometimes
6303,43,75,,Yes,67,36,9999999999,Sometimes,Sometimes
6304,56,52,1,Yes,45,35,9999999999,Sometimes,All the time
6305,79,77,,Yes,68,28,9999999999,Sometimes,Sometimes
6306,73,71,,Yes,65,35,9999999999,Not at all,Sometimes
6307,66,36,5,Yes,30,20,9999999999,Not at all,All the time
6308,49,38,6,Yes,32,22,25000,Not at all,All the time
6309,53,62,,Yes,56,47,9999999999,Sometimes,All the time
6310,51,50,8,Yes,40,30,9999999999,Sometimes,Sometimes
6311,65,53,,Yes,50,20,9999999999,Not at all,Sometimes
6312,67,35,13,Yes,20,7,9999999999,Not at all,All the time
6313,90,30,,Yes,24,14,9999999999,Sometimes,Sometimes
6314,49,36,,Yes,10,10,9999999999,Sometimes,Sometimes
6315,44,37,1,Yes,30,2,9999999999,All the time,Sometimes
6316,55,38,6,Yes,30,20,9999999999,Not at all,All the time
6317,54,34,6,Yes,25,25,9999999999,All the time,All the time
6318,52,40,,Yes,30,30,9999999999,Sometimes,All the time
6319,61,60,,Yes,50,20,9999999999,Sometimes,All the time
6320,64,55,,Yes,47,40,9999999999,Not at all,All the time
6321,51,65,,Yes,58,52,9999999999,Not at all,All the time
6322,74,25,5,Yes,18,3,120000,Not at all,All the time
6323,64,45,,Yes,38,30,9999999999,Not at all,All the time
6324,62,63,,Yes,50,45,9999999999,Not at all,All the time
6325,45,60,,Yes,53,42,9999999999,Not at all,All the time
6326,51,33,12,Yes,20,20,9999999999,Sometimes,Sometimes
6327,34,73,,Yes,62,40,9999999999,Sometimes,All the time
6328,44,38,,Yes,32,22,9999999999,Not at all,All the time
6329,68,65,,Yes,55,25,9999999999,Sometimes,Sometimes
6330,76,44,6,Yes,37,20,9999999999,All the time,Sometimes
6331,54,44,5,Yes,38,1,9999999999,Sometimes,Sometimes
6332,58,68,,Yes,56,15,9999999999,Not at all,Not at all
6333,52,56,9,Yes,48,25,9999999999,Not at all,Sometimes
6334,57,27,,Yes,20,2,9999999999,Sometimes,Sometimes
6335,52,72,,Yes,26,26,9999999999,Sometimes,Sometimes
6336,50,30,,Yes,20,13,9999999999,Sometimes,All the time
6337,83,64,,Yes,55,40,9999999999,All the time,Sometimes
6338,67,77,,Yes,65,48,9999999999,Sometimes,All the time
6339,59,68,,Yes,24,24,9999999999,All the time,Sometimes
6340,66,41,5,Yes,34,20,9999999999,Sometimes,Sometimes
6341,85,24,12,Yes,15,1,9999999999,Sometimes,Sometimes
6342,59,62,,Yes,40,3,9999999999,Sometimes,Sometimes
6343,67,30,4,Yes,22,1,9999999999,Sometimes,All the time
6344,41,67,,Yes,50,4,9999999999,Not at all,Not at all
6345,63,50,,Yes,40,1,9999999999,Not at all,Not at all
6346,69,60,,Yes,20,1,9999999999,Not at all,Not at all
6347,45,38,,Yes,23,1,9999999999,Not at all,Not at all
6348,54,38,,Yes,25,1,9999999999,Not at all,Not at all
6449,91,42,,Yes,36,26,9999999999,Sometimes,Sometimes
6450,72,65,1,Yes,53,16,9999999999,All the time,Sometimes
6451,88,43,1,Yes,40,30,9999999999,All the time,Not at all
6452,66,58,8,Yes,50,30,9999999999,All the time,Not at all
6453,73,46,,Yes,35,25,9999999999,Sometimes,Not mentioned
6454,87,51,,Yes,45,35,9999999999,Sometimes,Sometimes
6455,81,28,,Yes,20,10,9999999999,Sometimes,Sometimes
6456,89,37,,Yes,30,20,9999999999,Sometimes,Sometimes
6457,84,56,10,Yes,41,13,9999999999,All the time,Not at all
6458,93,40,,Yes,36,26,9999999999,Sometimes,Sometimes
6459,44,82,,Yes,65,35,9999999999,Sometimes,Sometimes
6460,81,46,,Yes,35,25,9999999999,Sometimes,Sometimes
6461,68,62,2,Yes,50,30,9999999999,All the time,All the time
6462,66,42,,Yes,37,27,9999999999,All the time,All the time
6463,74,35,4,Yes,25,15,9999999999,All the time,All the time
6464,74,42,,Yes,35,1,9999999999,All the time,All the time
6465,58,74,,Yes,65,40,9999999999,All the time,Not at all
6466,51,61,2,Yes,54,34,9999999999,All the time,All the time
6467,42,36,,Yes,15,10,9999999999,Not mentioned,Not mentioned
6468,33,65,,Yes,55,2,9999999999,Not mentioned,Not mentioned
6469,46,25,,Yes,15,5,9999999999,Not at all,Not at all
6470,51,38,,Yes,15,10,9999999999,Sometimes,Sometimes
6471,43,42,,Yes,30,20,9999999999,Sometimes,All the time
6472,49,36,,Yes,36,15,9999999999,Sometimes,Sometimes
6473,51,40,,Yes,32,20,300000,Sometimes,Sometimes
6474,48,25,6,Yes,15,10,1500000,Sometimes,Not at all
6475,39,63,,Yes,40,40,9999999999,Sometimes,Sometimes
6476,63,54,,Yes,44,44,9999999999,Sometimes,All the time
6477,63,77,,Yes,60,60,9999999999,All the time,All the time
6478,56,65,,Yes,55,55,9999999999,Sometimes,Sometimes
6479,74,62,,Yes,52,52,360000000,Sometimes,Sometimes
6480,73,51,,Yes,45,15,9999999999,Sometimes,Sometimes
6481,85,51,,Yes,45,3,9999999999,Sometimes,Sometimes
6482,40,33,,Yes,10,8,9999999999,Not mentioned,Not mentioned
6483,67,46,1,Yes,32,20,9999999999,All the time,Not at all
6484,74,52,,Yes,40,30,9999999999,All the time,Sometimes
6485,38,30,,Yes,20,1,9999999999,All the time,All the time
6486,89,45,1,Yes,8,7,9999999999,All the time,Not at all
6487,56,71,,Yes,42,27,9999999999,All the time,Not at all
6488,63,47,,Yes,30,9,50000,Sometimes,Sometimes
6489,82,52,,Yes,40,3,9999999999,Sometimes,Sometimes
6490,58,75,,Yes,30,10,9999999999,All the time,All the time
6491,58,47,,Yes,35,30,9999999999,Not at all,Not at all
6492,65,34,,Yes,30,6,9999999999,Sometimes,Sometimes
6493,61,61,,Yes,50,20,9999999999,All the time,All the time
6494,64,72,,Yes,50,40,9999999999,Sometimes,Sometimes
6495,58,60,,Yes,45,10,9999999999,Sometimes,Not at all
6496,86,59,,Yes,49,32,9999999999,Sometimes,All the time
6497,75,70,,Yes,58,7,9999999999,All the time,All the time
6498,69,34,,Yes,18,3,9999999999,All the time,Sometimes
6499,41,76,,Yes,27,27,9999999999,All the time,All the time
6500,53,66,,Yes,50,4,9999999999,Sometimes,Sometimes
6501,70,65,,Yes,50,40,9999999999,All the time,All the time
6502,74,46,,Yes,28,18,9999999999,All the time,All the time
6503,66,53,6,Yes,43,30,9999999999,All the time,All the time
6504,55,39,9,Yes,20,15,540000,All the time,All the time
6505,41,56,7,Yes,40,32,9999999999,Sometimes,All the time
6506,50,38,7,Yes,23,23,9999999999,Sometimes,All the time
6507,84,49,,Yes,40,30,9999999999,All the time,All the time
6508,62,32,2,Yes,19,19,9999999999,All the time,All the time
6510,64,62,,Yes,50,35,9999999999,All the time,All the time
6511,48,34,,Yes,30,17,9999999999,All the time,All the time
6512,79,60,,Yes,50,40,9999999999,All the time,All the time
6513,62,20,,Yes,15,5,100000,Not at all,Not at all
6514,75,53,,Yes,40,30,75000,Not at all,Not at all
6515,63,19,,Yes,10,2,9999999999,Not at all,Not at all
6516,40,70,,Yes,60,30,9999999999,All the time,All the time
6517,49,60,,Yes,50,40,6000000000,Not at all,Sometimes
6518,49,47,,Yes,38,9,9999999999,Sometimes,Not at all
6519,55,60,,Yes,50,30,50000,Sometimes,Sometimes
6520,43,65,,Yes,35,15,9999999999,All the time,All the time
6521,62,35,,Yes,20,11,9999999999,Not at all,Not at all
6522,84,65,,Yes,55,45,9999999999,Not at all,Not at all
6523,55,48,9,Yes,23,16,3000000000,Sometimes,Sometimes
6524,85,78,,Yes,60,26,9999999999,All the time,All the time
6525,66,49,,Yes,38,27,9999999999,Sometimes,Not at all
6526,81,60,,Yes,50,30,9999999999,Sometimes,Sometimes
6527,59,40,,Yes,25,10,9999999999,All the time,Sometimes
6528,56,75,,Yes,65,60,9999999999,Sometimes,All the time
6529,60,37,,Yes,20,10,9999999999,Sometimes,Sometimes
6530,39,43,,Yes,30,16,9999999999,All the time,Sometimes
6531,64,70,,Yes,60,4,9999999999,Sometimes,Sometimes
6532,67,31,,Yes,25,10,9999999999,Not at all,All the time
6533,85,43,,Yes,30,5,9999999999,Sometimes,All the time
6534,57,59,10,Yes,38,23,9999999999,All the time,Sometimes
6535,39,61,,Yes,55,21,9999999999,All the time,All the time
6536,60,48,,Yes,35,28,9999999999,All the time,Sometimes
6537,67,45,9,Yes,24,14,9999999999,All the time,All the time
6538,59,46,,Yes,35,30,9999999999,Sometimes,Sometimes
6539,46,76,,Yes,50,22,9999999999,All the time,Sometimes
6540,62,66,,Yes,50,10,9999999999,All the time,All the time
6541,78,40,,Yes,18,18,9999999999,Sometimes,Sometimes
6542,48,35,,Yes,20,8,100000,Sometimes,Sometimes
6543,49,44,2,Yes,28,20,9999999999,All the time,All the time
6544,54,40,3,Yes,30,15,9999999999,All the time,All the time
6545,61,37,3,Yes,25,25,9999999999,All the time,All the time
6546,69,65,,Yes,45,36,9999999999,All the time,All the time
6547,50,70,,Yes,65,50,10000,All the time,Sometimes
6548,55,65,,Yes,50,25,9999999999,Sometimes,All the time
6549,80,38,,Yes,20,5,9999999999,Sometimes,All the time
6550,61,45,,Yes,30,5,9999999999,Sometimes,Sometimes
6551,61,42,4,Yes,30,2,75000,All the time,All the time
6552,63,70,,Yes,55,40,9999999999,Sometimes,Sometimes
6553,66,64,,Yes,50,30,75000,Sometimes,Sometimes
6554,77,50,6,Yes,35,10,9999999999,Sometimes,Not at all
6555,74,80,,Yes,65,50,9999999999,All the time,All the time
6556,75,46,4,Yes,35,16,9999999999,All the time,Sometimes
6557,51,45,2,Yes,30,30,9999999999,Sometimes,Not at all
6558,85,41,,Yes,31,12,9999999999,Not at all,Sometimes
6559,57,54,6,Yes,40,25,9999999999,All the time,Sometimes
6560,71,37,,Yes,25,10,100000,Sometimes,Sometimes
6561,56,47,6,Yes,20,9,9999999999,Sometimes,Not at all
6562,69,28,,Yes,20,5,75000,Not at all,Not at all
6563,56,56,6,Yes,40,3,12000,Not at all,All the time
6564,57,58,,Yes,40,30,80000,Not at all,Not at all
6565,62,35,,Yes,20,10,9999999999,All the time,Sometimes
6566,63,57,1,Yes,30,20,50000,Not at all,Not at all
6567,70,52,3,Yes,38,35,9999999999,Not at all,Sometimes
6568,74,46,,Yes,30,8,9999999999,Sometimes,Sometimes
6569,45,49,,Yes,40,7,9999999999,Sometimes,Sometimes
6570,52,58,,Yes,45,35,9999999999,Sometimes,Sometimes
6571,59,34,,Yes,20,4,9999999999,Sometimes,Sometimes
6572,51,63,,Yes,50,40,9999999999,Not at all,Not at all
6573,46,50,1,Yes,40,30,45000,Not at all,Not at all
6574,92,60,,Yes,45,30,9999999999,Sometimes,Sometimes
6575,69,50,5,Yes,38,30,9999999999,All the time,Sometimes
6576,58,47,3,Yes,35,20,9999999999,Not at all,Not at all
6577,50,57,9,Yes,35,32,9999999999,Sometimes,Sometimes
6578,78,35,,Yes,25,10,9999999999,Sometimes,Sometimes
6579,67,53,2,Yes,40,15,9999999999,Not at all,Not at all
6580,81,65,,Yes,50,40,9999999999,All the time,Sometimes
6581,66,53,,Yes,43,7,9999999999,Sometimes,Sometimes
6582,37,56,1,Yes,40,13,9999999999,All the time,Sometimes
6583,67,37,,Yes,20,20,9999999999,Sometimes,Sometimes
6584,53,40,12,Yes,13,1,9999999999,Sometimes,Not at all
6585,64,44,6,Yes,35,17,9999999999,All the time,All the time
6586,66,39,4,Yes,20,1,9999999999,All the time,All the time
6587,87,48,3,Yes,38,25,9999999999,All the time,All the time
6588,69,51,3,Yes,38,25,9999999999,All the time,All the time
6589,74,58,,Yes,42,33,9999999999,All the time,All the time
6590,64,68,,Yes,50,30,9999999999,All the time,All the time
6591,79,75,8,Yes,8,1,100000,Sometimes,Sometimes
6592,63,47,,Yes,40,25,9999999999,Sometimes,Sometimes
6593,70,53,7,Yes,50,10,9999999999,All the time,Sometimes
6594,87,42,,Yes,30,15,50000,All the time,All the time
6595,96,48,,Yes,40,5,9999999999,Sometimes,Not at all
6596,97,60,,Yes,40,40,9999999999,Sometimes,Not at all
6597,67,42,,Yes,30,15,9999999999,Not at all,Not at all
6598,55,75,,Yes,60,30,9999999999,Sometimes,Sometimes
6599,70,43,,Yes,30,10,70000,Sometimes,Not at all
6600,67,70,,Yes,45,30,50000,Sometimes,Sometimes
6601,61,38,3,Yes,28,25,9999999999,Not at all,Not at all
6602,73,45,,Yes,30,15,9999999999,Sometimes,Sometimes
6603,69,34,10,Yes,25,1,9999999999,Sometimes,All the time
6604,69,57,,Yes,40,30,9999999999,All the time,All the time
6605,57,35,,Yes,25,5,50000,Sometimes,Not at all
6606,68,46,2,Yes,30,15,50000,Sometimes,Sometimes
6607,66,60,2,Yes,40,30,9999999999,Not at all,Sometimes
6608,80,28,,Yes,18,1,9999999999,Sometimes,Sometimes
6609,54,75,,Yes,60,50,9999999999,All the time,Sometimes
6610,81,60,,Yes,45,10,9999999999,All the time,Sometimes
6611,64,80,,Yes,60,60,9999999999,All the time,Sometimes
6612,79,55,5,Yes,38,35,9999999999,All the time,Sometimes
6613,70,40,5,Yes,30,13,9999999999,All the time,All the time
6614,69,72,,Yes,65,52,9999999999,All the time,Sometimes
6615,79,58,,Yes,40,34,9999999999,All the time,All the time
6617,86,60,,Yes,50,42,9999999999,All the time,All the time
6618,60,56,,Yes,35,1,9999999999,Sometimes,Sometimes
6619,73,57,,Yes,40,20,9999999999,All the time,All the time
6620,62,33,2,Yes,25,5,50000,Not at all,Sometimes
6621,93,37,5,Yes,25,15,100000,Not at all,Sometimes
6622,50,63,,Yes,50,40,100000,Sometimes,Sometimes
6623,48,51,,Yes,40,1,9999999999,Not at all,Not at all
6624,73,50,,Yes,32,7,9999999999,Not at all,All the time
6625,72,39,6,Yes,25,1,9999999999,Not at all,Not at all
6626,62,85,,Yes,50,50,9999999999,Sometimes,Not at all
6627,93,42,,Yes,30,10,100000,Not at all,Sometimes
6628,66,50,,Yes,40,1,80000,Not at all,Sometimes
6629,54,42,3,Yes,30,15,9999999999,All the time,Sometimes
6630,69,80,,Yes,60,3,9999999999,All the time,Sometimes
6631,52,49,,Yes,30,1,9999999999,Not at all,Not at all
6632,85,54,3,Yes,40,2,9999999999,Sometimes,Not at all
6633,70,76,7,Yes,60,30,9999999999,Not at all,Not at all
6634,52,35,3,Yes,30,25,9999999999,Not at all,Not at all
6635,74,33,9,Yes,14,10,9999999999,All the time,Sometimes
6636,39,64,3,Yes,50,2,9999999999,Sometimes,All the time
6637,44,62,,Yes,55,40,9999999999,Sometimes,Sometimes
6638,75,59,7,Yes,40,40,9999999999,All the time,Sometimes
6639,46,36,6,Yes,34,30,9999999999,Not at all,Not at all
6640,55,39,5,Yes,32,13,9999999999,Not at all,Sometimes
6641,58,39,,Yes,31,26,9999999999,All the time,Sometimes
6642,52,57,,Yes,49,37,9999999999,Not at all,Sometimes
6643,59,58,16,Yes,38,12,150000,Sometimes,Sometimes
6644,68,42,1,Yes,30,8,9999999999,Sometimes,Sometimes
6645,43,39,7,Yes,29,27,9999999999,Sometimes,Sometimes
6646,66,35,,Yes,25,10,9999999999,All the time,All the time
6647,46,63,,Yes,56,38,9999999999,Not at all,Sometimes
6649,67,53,2,Yes,43,35,9999999999,All the time,All the time
6650,56,73,15,Yes,63,22,9999999999,Sometimes,Sometimes
6651,46,67,,Yes,57,2,9999999999,Sometimes,Sometimes
6652,70,45,,Yes,33,2,500000,Not at all,Sometimes
6653,44,28,,Yes,18,12,9999999999,Not at all,Sometimes
6654,52,42,,Yes,32,22,9999999999,Sometimes,Sometimes
6655,49,45,,Yes,35,20,9999999999,Not at all,Sometimes
6656,54,63,7,Yes,69,20,200000,All the time,Sometimes
6657,50,64,,Yes,56,30,9999999999,Sometimes,Sometimes
6658,51,31,,Yes,68,19,9999999999,Not at all,Sometimes
6661,79,55,,Yes,45,35,9999999999,Not at all,Sometimes
6662,72,29,,Yes,13,4,9999999999,Sometimes,Sometimes
6669,45,38,5,Yes,30,4,50000,Not at all,Sometimes
6670,79,50,,Yes,42,25,9999999999,Not at all,Sometimes
6671,58,56,,Yes,46,3,9999999999,Not at all,Sometimes
6672,68,57,4,Yes,46,3,9999999999,Not at all,Sometimes
6673,58,43,9,Yes,36,20,220060,All the time,Sometimes
6674,52,34,,Yes,24,14,9999999999,Not mentioned,Not mentioned
6675,45,48,4,Yes,38,21,9999999999,Not at all,Sometimes
6676,49,42,,Yes,10,2,9999999999,Not at all,Not at all
6677,62,58,,Yes,15,8,9999999999,Sometimes,Sometimes
6678,49,36,6,Yes,15,0,9999999999,Not at all,Sometimes
6681,83,59,,Yes,49,25,9999999999,All the time,All the time
6682,72,57,,Yes,47,27,9999999999,Not at all,Sometimes
6683,47,43,,Yes,33,18,9999999999,Not at all,Not at all
6684,54,40,,Yes,30,14,9999999999,Not at all,Sometimes
6685,49,49,,Yes,39,9,9999999999,Not at all,Sometimes
6687,52,53,,Yes,7,3,62000,All the time,All the time
6689,58,32,8,Yes,10,1,700000,Sometimes,Sometimes
6690,39,68,,Yes,40,20,9999999999,Not at all,Sometimes
6691,61,49,3,Yes,39,2,9999999999,Not at all,Sometimes
6692,67,56,6,Yes,46,13,300000,Not at all,Sometimes
6693,49,29,,Yes,22,19,9999999999,Not at all,Sometimes
6694,54,50,,Yes,40,29,9999999999,Not at all,Sometimes
6695,60,37,4,Yes,30,12,9999999999,All the time,Sometimes
6696,70,55,5,Yes,10,3,9999999999,Sometimes,All the time
6697,66,44,2,Yes,34,14,9999999999,Not at all,Sometimes
6698,79,40,1,Yes,40,20,300000,Not at all,All the time
6701,73,50,,Yes,35,35,9999999999,Sometimes,Not at all
6704,70,43,,Yes,33,12,9999999999,Not at all,Sometimes
6705,49,45,,Yes,35,8,9999999999,All the time,Sometimes
6706,61,29,5,Yes,19,3,9999999999,Not at all,Sometimes
6707,48,45,,Yes,23,8,9999999999,Not at all,Not mentioned
6708,61,76,5,Yes,15,5,9999999999,Sometimes,Sometimes
6709,56,56,7,Yes,8,2,9999999999,Sometimes,Sometimes
6710,54,46,2,Yes,15,23,9999999999,Not at all,Sometimes
6711,55,39,,Yes,20,10,15000,Not at all,Sometimes
6712,62,48,,Yes,35,20,9999999999,Sometimes,All the time
6713,51,65,,Yes,55,4,9999999999,Not at all,Not at all
6714,66,63,,Yes,53,3,9999999999,Not at all,Sometimes
6715,52,49,,Yes,-9,-9,9999999999,Not at all,Sometimes
6716,74,42,,Yes,30,15,100000,Not at all,Sometimes
6717,46,55,,Yes,20,20,9999999999,Sometimes,Not at all
6718,72,57,,Yes,45,20,9999999999,Sometimes,Sometimes
6719,66,33,,Yes,20,7,65000,All the time,Not at all
6720,64,61,,Yes,50,30,9999999999,All the time,All the time
6722,85,35,6,Yes,22,13,95000,Not at all,Sometimes
6723,45,76,5,Yes,66,49,9999999999,Sometimes,Sometimes
6724,51,34,6,Yes,20,5,25000,Sometimes,Sometimes
6725,55,45,5,Yes,30,2,300000,Sometimes,Sometimes
6726,49,59,,Yes,45,35,9999999999,Sometimes,Sometimes
6727,67,60,,Yes,40,30,9999999999,Not at all,Sometimes
6728,61,66,,Yes,50,40,9999999999,Sometimes,Sometimes
6729,70,48,3,Yes,20,20,9999999999,Sometimes,Sometimes
6730,61,55,8,Yes,33,33,9999999999,Sometimes,Sometimes
6731,52,60,,Yes,50,35,9999999999,Sometimes,All the time
6732,74,62,,Yes,50,30,9999999999,All the time,All the time
6733,69,70,,Yes,50,40,9999999999,Sometimes,Not at all
6734,64,45,,Yes,30,1,12500,Not at all,Not at all
6735,50,47,,Yes,30,25,75000,Sometimes,Sometimes
6736,78,18,3,Yes,50,5,9999999999,All the time,Sometimes
6737,64,56,,Yes,40,3,9999999999,Sometimes,Sometimes
6738,77,45,,Yes,30,25,60000,All the time,All the time
6739,59,60,,Yes,50,30,9999999999,All the time,Not at all
6740,60,85,,Yes,70,50,9999999999,Sometimes,Sometimes
6741,50,72,,Yes,60,60,9999999999,Sometimes,Not at all
6742,67,57,,Yes,40,1,75000,Sometimes,Sometimes
6743,64,50,2,Yes,40,30,9999999999,Not at all,Not at all
6744,77,70,,Yes,50,40,50000,Not at all,All the time
6745,73,57,1,Yes,45,3,9999999999,Not at all,Not at all
6746,75,44,8,Yes,35,16,60000,Not at all,Not at all
6747,70,65,,Yes,50,30,9999999999,Not at all,Not at all
6748,56,56,,Yes,10,10,9999999999,Sometimes,Sometimes
6749,72,48,,Yes,27,9,9999999999,Not at all,Sometimes
6750,64,60,,Yes,21,10,9999999999,Not at all,Not at all
6751,56,51,9,Yes,23,8,9999999999,Not at all,Sometimes
6752,74,65,,Yes,20,8,9999999999,Not at all,Sometimes
6753,58,50,,Yes,23,9,9999999999,Not at all,Sometimes
6754,49,29,,Yes,20,6,9999999999,Sometimes,Sometimes
6755,59,55,11,Yes,47,22,9999999999,All the time,Not at all
6756,52,28,6,Yes,20,10,9999999999,Sometimes,Sometimes
6757,72,60,,Yes,50,23,9999999999,Sometimes,Sometimes
6758,79,31,6,Yes,21,11,9999999999,Not at all,Sometimes
6759,75,66,2,Yes,55,22,50000,Sometimes,Sometimes
6760,63,50,,Yes,40,2,9999999999,Not at all,Sometimes
6761,60,47,11,Yes,40,3,9999999999,Sometimes,All the time
6762,42,42,,Yes,20,19,9999999999,Sometimes,All the time
6763,70,62,8,Yes,30,18,9999999999,Sometimes,All the time
6764,78,28,3,Yes,20,8,9999999999,Sometimes,Sometimes
6765,61,60,,Yes,55,30,9999999999,Sometimes,Sometimes
6766,68,62,,Yes,50,35,150000,Sometimes,Sometimes
6767,64,54,,Yes,40,11,9999999999,Sometimes,Not at all
6768,85,35,9,Yes,20,10,9999999999,Sometimes,Sometimes
6769,49,36,2,Yes,23,20,250000,Sometimes,Sometimes
6770,55,35,4,Yes,20,15,100000,Sometimes,All the time
6771,86,52,5,Yes,45,22,200000,Sometimes,All the time
6772,63,50,2,Yes,40,12,500000,Sometimes,All the time
6773,50,70,3,Yes,60,12,9999999999,Sometimes,Sometimes
6774,91,33,4,Yes,21,18,9999999999,Sometimes,Not at all
6775,57,35,6,Yes,20,10,125000,Not at all,All the time
6776,51,24,,Yes,14,1,9999999999,Sometimes,Sometimes
6777,60,40,3,Yes,30,22,300000,Sometimes,Sometimes
6778,52,67,,Yes,60,15,9999999999,Sometimes,Sometimes
6779,46,57,1,Yes,40,10,9999999999,Sometimes,Sometimes
6780,69,50,,Yes,45,15,9999999999,Sometimes,Not at all
6781,63,68,,Yes,18,18,9999999999,All the time,All the time
6782,58,32,,Yes,20,18,500000,Sometimes,All the time
6783,54,40,9,Yes,17,8,9999999999,Sometimes,All the time
6784,75,42,9,Yes,31,2,9999999999,Sometimes,All the time
6785,50,46,,Yes,8,5,9999999999,All the time,All the time
6786,49,29,,Yes,10,10,9999999999,All the time,All the time
6787,62,32,10,Yes,25,3,9999999999,Sometimes,All the time
6788,70,43,,Yes,9,3,9999999999,Not at all,Sometimes
6789,43,35,,Yes,8,4,9999999999,Sometimes,Sometimes
6790,72,58,,Yes,10,2,9999999999,Sometimes,Sometimes
6791,66,60,,Yes,8,8,9999999999,Sometimes,All the time
6792,64,42,8,Yes,35,15,150000,Not at all,Sometimes
6793,52,53,,Yes,45,3,9999999999,Not at all,Sometimes
6794,64,39,5,Yes,29,14,9999999999,Not at all,Sometimes
6795,68,45,9,Yes,9,9,9999999999,Not at all,Not at all
6796,57,40,,Yes,40,2,9999999999,Not mentioned,Not mentioned
6797,58,38,,Yes,28,1,9999999999,Not at all,Sometimes
6798,74,60,,Yes,50,2,9999999999,Not at all,Sometimes
6799,66,63,,Yes,56,4,9999999999,Sometimes,All the time
6800,60,50,,Yes,40,25,9999999999,Sometimes,Not at all
6801,74,63,4,Yes,55,50,9999999999,Sometimes,All the time
6802,68,73,,Yes,55,40,9999999999,Sometimes,Sometimes
6809,52,33,,Yes,18,10,9999999999,All the time,Sometimes
6810,62,30,,Yes,20,5,9999999999,Not at all,All the time
6811,87,40,,Yes,30,20,9999999999,All the time,Sometimes
6812,73,42,,Yes,33,30,9999999999,All the time,Sometimes
6813,93,57,13,Yes,28,28,9999999999,All the time,Sometimes
6814,75,53,,Yes,40,32,9999999999,Sometimes,Sometimes
6815,56,40,1,Yes,20,20,9999999999,All the time,Sometimes
6816,55,32,,Yes,28,20,9999999999,All the time,Sometimes
6817,57,47,8,Yes,30,30,9999999999,Sometimes,All the time
6818,81,50,1,Yes,40,3,9999999999,Sometimes,Sometimes
6819,62,40,3,Yes,35,15,1000000,All the time,All the time
6820,81,64,,Yes,37,15,9999999999,Sometimes,Not at all
6821,86,66,,Yes,50,45,9999999999,All the time,Sometimes
6822,81,50,,Yes,30,25,9999999999,Sometimes,Sometimes
6823,74,49,,Yes,30,18,9999999999,Sometimes,Sometimes
6824,77,60,,Yes,45,6,9999999999,Sometimes,Not at all
6825,55,71,,Yes,35,15,9999999999,Not at all,Not at all
6826,80,61,8,Yes,45,15,9999999999,All the time,All the time
6827,77,75,,Yes,63,48,9999999999,All the time,Sometimes
6828,62,63,8,Yes,50,40,9999999999,All the time,Sometimes
6829,55,67,,Yes,50,18,9999999999,All the time,Sometimes
